Cow-ID,SonT,HA 1h,HA 2h,SoffT,Event,Event-Score,Moocall-Score,Date/Time of Parturition,Kommentar
2747,21.12.2017 02:07,,,,21.12.2017 03:06,4,1,21.12.2017 11:00,
2747,21.12.2017 03:07,21.12.2017 03:50,,,21.12.2017 04:02,4,1,21.12.2017 11:00,
2747,21.12.2017 04:03,,21.12.2017 05:02,,21.12.2017 07:01,4,1,21.12.2017 11:00,
2747,21.12.2017 07:02,,,,21.12.2017 10:30,1,1,21.12.2017 11:00,
2737,21.12.2017 11:40,21.12.2017 08:42,21.12.2017 09:42,21.12.2017 14:27,21.12.2017 12:38,1,0,21.12.2017 13:05,
3685,15.12.2017 14:12,,,,15.12.2017 16:06,3,0,16.12.2017 18:15,
3685,15.12.2017 16:07,,,,16.12.2017 01:14,4,1,16.12.2017 18:15,
3685,16.12.2017 01:15,,,,16.12.2017 06:07,4,1,16.12.2017 18:15,
3685,16.12.2017 06:08,,,,16.12.2017 09:07,4,1,16.12.2017 18:15,
3685,16.12.2017 09:08,16.12.2017 15:35,,,16.12.2017 16:11,4,1,16.12.2017 18:15,
3685,16.12.2017 16:12,,16.12.2017 16:34,,16.12.2017 16:30,1,1,16.12.2017 18:15,
3994,16.12.2017 17:54,,,,16.12.2017 21:12,2,0,17.12.2017 09:15,
3994,16.12.2017 21:13,,,,16.12.2017 23:12,3,0,17.12.2017 09:15,
3994,16.12.2017 23:13,17.12.2017 07:55,17.12.2017 08:54,17.12.2017 09:12,17.12.2017 08:30,1,1,17.12.2017 09:15,
1284,17.12.2017 10:26,17.12.2017 11:21,,,17.12.2017 15:06,3,0,20.12.2017 01:30,
1284,17.12.2017 15:07,,,,17.12.2017 21:15,4,2,20.12.2017 01:30,
1284,17.12.2017 21:15,,,,18.12.2017 00:20,3,1,20.12.2017 01:30,
1284,18.12.2017 00:21,,,,18.12.2017 02:17,4,1,20.12.2017 01:30,
1284,18.12.2017 02:18,,,,18.12.2017 03:15,4,1,20.12.2017 01:30,
1284,18.12.2017 03:16,,,,18.12.2017 04:12,4,1,20.12.2017 01:30,
1284,18.12.2017 04:13,,,,18.12.2017 07:20,4,2,20.12.2017 01:30,
1284,18.12.2017 07:21,,,,18.12.2017 23:08,3,2,20.12.2017 01:30,
1284,18.12.2017 23:09,,,,19.12.2017 01:10,3,1,20.12.2017 01:30,
1284,19.12.2017 01:11,19.12.2017 03:13,,,19.12.2017 10:40,2,1,20.12.2017 01:30,
1284,19.12.2017 10:41,19.12.2017 19:49,,,19.12.2017 20:15,3,0,20.12.2017 01:30,
1284,19.12.2017 20:16,,19.12.2017 20:48,,19.12.2017 21:30,1,1,20.12.2017 01:30,
1284,,20.12.2017 00:05,20.12.2017 01:04,,,7,,20.12.2017 01:30,
2058,20.12.2017 02:16,,,,20.12.2017 06:02,3,1,,study over
2058,20.12.2017 06:03,20.12.2017 08:06,20.12.2017 09:05,,20.12.2017 08:30,2,1,,study over
9381,20.12.2017 09:24,20.12.2017 14:39,20.12.2017 15:39,,20.12.2017 14:30,1,0,20.12.2017 18:10,
1195,20.12.2017 16:13,,,,20.12.2017 17:30,1,0,20.12.2017 20:10,
9337,20.12.2017 18:21,20.12.2017 19:16,,,,6,,21.12.2017 08:50,
9337,,21.12.2017 07:10,21.12.2017 08:09,,21.12.2017 07:30,1,0,21.12.2017 08:50,
982,21.12.2017 08:11,,,,21.12.2017 10:09,3,1,21.12.2017 14:00,
982,21.12.2017 10:10,21.12.2017 12:19,21.12.2017 13:17,21.12.2017 13:26,21.12.2017 12:43,8,0,21.12.2017 14:00,
9774,15.12.2017 14:15,,,,16.12.2017 01:09,3,1,19.12.2017 18:45,
9774,16.12.2017 01:10,,,,16.12.2017 14:10,2,1,19.12.2017 18:45,
9774,16.12.2017 14:11,,,,16.12.2017 15:15,3,0,19.12.2017 18:45,
9774,16.12.2017 15:16,,,,16.12.2017 18:02,3,0,19.12.2017 18:45,
9774,16.12.2017 18:03,,,,16.12.2017 22:08,3,0,19.12.2017 18:45,
9774,16.12.2017 22:09,,,,16.12.2017 23:11,3,1,19.12.2017 18:45,
9774,16.12.2017 23:12,,,,17.12.2017 08:11,3,0,19.12.2017 18:45,
9774,17.12.2017 08:12,17.12.2017 09:24,,,17.12.2017 09:12,3,1,19.12.2017 18:45,
9774,17.12.2017 09:13,,,,17.12.2017 13:15,4,1,19.12.2017 18:45,
9774,17.12.2017 13:16,,,,17.12.2017 16:07,4,2,19.12.2017 18:45,
9774,17.12.2017 16:08,,,,17.12.2017 22:07,4,2,19.12.2017 18:45,
9774,17.12.2017 22:08,,,,17.12.2017 23:13,4,1,19.12.2017 18:45,
9774,17.12.2017 23:14,,,,18.12.2017 03:14,3,1,19.12.2017 18:45,
9774,18.12.2017 03:15,,,,18.12.2017 05:12,4,2,19.12.2017 18:45,
9774,18.12.2017 05:13,,,,18.12.2017 06:11,4,1,19.12.2017 18:45,
9774,18.12.2017 06:12,,,,18.12.2017 14:07,4,1,19.12.2017 18:45,
9774,18.12.2017 14:08,,,,18.12.2017 15:12,4,2,19.12.2017 18:45,
9774,18.12.2017 15:13,,,,18.12.2017 17:12,4,1,19.12.2017 18:45,
9774,18.12.2017 17:13,,,,18.12.2017 18:08,4,1,19.12.2017 18:45,
9774,18.12.2017 18:09,,,,18.12.2017 23:14,4,2,19.12.2017 18:45,
9774,18.12.2017 23:15,,,,19.12.2017 03:11,2,1,19.12.2017 18:45,
9774,19.12.2017 03:12,,,,19.12.2017 05:12,4,1,19.12.2017 18:45,
9774,19.12.2017 05:13,,,,19.12.2017 10:18,2,1,19.12.2017 18:45,
9774,19.12.2017 10:19,,,,19.12.2017 11:07,3,1,19.12.2017 18:45,
9774,19.12.2017 11:08,,,,19.12.2017 12:54,9,0,19.12.2017 18:45,TFAB
9774,19.12.2017 12:55,,,,19.12.2017 13:05,3,0,19.12.2017 18:45,
9774,19.12.2017 13:06,19.12.2017 16:35,19.12.2017 17:35,,19.12.2017 17:30,1,1,19.12.2017 18:45,
2063,19.12.2017 18:31,,,,20.12.2017 00:06,4,1,,study over
2063,20.12.2017 00:07,20.12.2017 03:53,,,20.12.2017 06:04,3,1,,study over
2063,20.12.2017 06:05,,,,20.12.2017 13:13,3,1,,study over
2063,20.12.2017 13:14,,,,20.12.2017 20:13,4,1,,study over
2063,20.12.2017 20:14,,,,20.12.2017 23:13,4,1,,study over
2063,20.12.2017 23:14,21.12.2017 01:44,,,21.12.2017 04:06,4,1,,study over
2063,21.12.2017 04:07,,,21.12.2017 12:48,21.12.2017 12:30,8,0,,study over
8311,15.12.2017 15:04,,,,16.12.2017 12:05,2,1,19.12.2017 18:20,
8311,16.12.2017 12:06,,,,17.12.2017 00:07,4,2,19.12.2017 18:20,
8311,17.12.2017 00:08,,,,17.12.2017 01:08,4,2,19.12.2017 18:20,
8311,17.12.2017 01:09,,,,17.12.2017 03:07,4,1,19.12.2017 18:20,
8311,17.12.2017 03:08,,,,17.12.2017 07:06,4,2,19.12.2017 18:20,
8311,17.12.2017 07:07,,,,17.12.2017 21:09,4,2,19.12.2017 18:20,
8311,17.12.2017 21:10,,,,17.12.2017 23:13,4,2,19.12.2017 18:20,
8311,17.12.2017 23:14,,,,18.12.2017 00:07,4,2,19.12.2017 18:20,
8311,18.12.2017 00:08,,,,18.12.2017 01:18,4,2,19.12.2017 18:20,
8311,18.12.2017 01:19,,,,18.12.2017 03:17,3,2,19.12.2017 18:20,
8311,18.12.2017 03:18,,,,18.12.2017 06:22,4,2,19.12.2017 18:20,
8311,18.12.2017 06:23,,,,18.12.2017 08:09,4,1,19.12.2017 18:20,
8311,18.12.2017 08:10,,,,18.12.2017 10:04,3,1,19.12.2017 18:20,
8311,18.12.2017 10:05,,,,18.12.2017 11:18,4,2,19.12.2017 18:20,
8311,18.12.2017 11:19,,,,18.12.2017 14:21,4,1,19.12.2017 18:20,
8311,18.12.2017 14:22,,,,18.12.2017 16:10,3,2,19.12.2017 18:20,
8311,18.12.2017 16:11,,,,18.12.2017 17:14,4,2,19.12.2017 18:20,
8311,18.12.2017 17:15,,,,18.12.2017 18:05,4,2,19.12.2017 18:20,
8311,18.12.2017 18:06,,,,18.12.2017 23:14,3,2,19.12.2017 18:20,
8311,18.12.2017 23:15,,,,19.12.2017 01:06,3,2,19.12.2017 18:20,
8311,19.12.2017 01:07,,,,19.12.2017 02:07,3,2,19.12.2017 18:20,
8311,19.12.2017 02:08,,,,19.12.2017 05:09,4,2,19.12.2017 18:20,
8311,19.12.2017 05:10,,,,19.12.2017 07:05,4,2,19.12.2017 18:20,
8311,19.12.2017 07:06,,,,19.12.2017 11:05,3,2,19.12.2017 18:20,
8311,19.12.2017 11:06,,,,19.12.2017 12:06,4,4,19.12.2017 18:20,
8484,19.12.2017 13:03,,,,19.12.2017 16:37,3,1,,study over
8484,19.12.2017 16:38,,,,19.12.2017 20:17,4,2,,study over
8484,19.12.2017 20:18,,,,20.12.2017 02:06,4,1,,study over
8484,20.12.2017 02:07,20.12.2017 04:28,,,20.12.2017 10:09,3,1,,study over
8484,20.12.2017 10:10,,,,20.12.2017 22:11,4,1,,study over
8484,20.12.2017 22:12,,,,21.12.2017 00:10,3,1,,study over
8484,21.12.2017 00:11,,,,21.12.2017 04:10,4,2,,study over
8484,21.12.2017 04:11,,,21.12.2017 13:26,21.12.2017 12:40,8,0,,study over
1317,15.12.2017 14:35,,,,15.12.2017 18:06,4,2,16.12.2017 15:25,
1317,15.12.2017 18:07,,,,15.12.2017 20:18,4,2,16.12.2017 15:25,
1317,15.12.2017 20:19,,,,15.12.2017 21:05,4,1,16.12.2017 15:25,
1317,15.12.2017 21:06,,,,15.12.2017 23:05,4,2,16.12.2017 15:25,
1317,16.12.2017 01:10,,,,16.12.2017 03:16,4,2,16.12.2017 15:25,
1317,16.12.2017 03:17,,,,16.12.2017 05:06,4,2,16.12.2017 15:25,
1317,16.12.2017 05:07,,,,16.12.2017 10:16,4,2,16.12.2017 15:25,
1317,16.12.2017 10:17,,,,16.12.2017 11:06,4,1,16.12.2017 15:25,
1317,16.12.2017 11:07,16.12.2017 11:44,16.12.2017 12:43,,16.12.2017 11:30,1,2,16.12.2017 15:25,
5794,16.12.2017 13:23,,,,16.12.2017 19:16,3,1,20.12.2017 13:55,
5794,16.12.2017 19:17,,,,17.12.2017 03:05,3,1,20.12.2017 13:55,
5794,17.12.2017 03:06,,,,18.12.2017 12:03,2,1,20.12.2017 13:55,
5794,18.12.2017 12:04,,,,19.12.2017 19:06,3,1,20.12.2017 13:55,
5794,19.12.2017 19:07,20.12.2017 09:45,,,20.12.2017 08:30,1,0,20.12.2017 13:55,
11,20.12.2017 11:06,,,,20.12.2017 13:17,9,0,20.12.2017 19:25,TFAB
11,20.12.2017 13:18,20.12.2017 15:30,,,20.12.2017 15:30,1,1,20.12.2017 19:25,
2019,20.12.2017 16:06,20.12.2017 20:47,20.12.2017 21:47,21.12.2017 01:09,20.12.2017 23:30,1,0,20.12.2017 23:45,
2058,21.12.2017 01:20,,,,21.12.2017 04:07,4,2,,study over
2058,21.12.2017 04:08,21.12.2017 05:09,21.12.2017 06:32,21.12.2017 13:34,21.12.2017 12:02,8,0,,study over
2712,15.12.2017 13:55,16.12.2017 10:05,16.12.2017 11:05,,15.12.2017 22:00,4,2,17.12.2017 01:50,
2712,15.12.2017 22:01,,,,16.12.2017 07:03,4,1,17.12.2017 01:50,
2712,16.12.2017 07:04,,,,16.12.2017 10:05,4,1,17.12.2017 01:50,
2712,16.12.2017 10:06,,,,16.12.2017 17:03,4,1,17.12.2017 01:50,
2712,16.12.2017 17:04,16.12.2017 21:31,,,16.12.2017 22:00,4,1,17.12.2017 01:50,
2712,16.12.2017 22:01,,16.02.2017 22:31,,16.12.2017 23:30,1,1,17.12.2017 01:50,
2737,17.12.2017 01:05,,,,17.12.2017 06:02,4,1,21.12.2017 13:05,
2737,17.12.2017 06:03,,,,17.12.2017 09:03,3,1,21.12.2017 13:05,
2737,17.12.2017 09:04,,,,17.12.2017 12:04,4,2,21.12.2017 13:05,
2737,17.12.2017 12:05,,,,17.12.2017 13:07,4,2,21.12.2017 13:05,
2737,17.12.2017 13:08,,,,17.12.2017 15:03,4,2,21.12.2017 13:05,
2737,17.12.2017 15:04,,,,17.12.2017 16:04,4,2,21.12.2017 13:05,
2737,17.12.2017 16:05,,,,17.12.2017 17:05,4,2,21.12.2017 13:05,
2737,17.12.2017 17:06,,,17.12.2017 18:58,17.12.2017 18:01,4,4,21.12.2017 13:05,
3768,17.12.2017 20:15,,,17.12.2017 22:59,17.12.2017 22:13,2,0,18.12.2017 08:05,
2760,17.12.2017 23:08,,,,18.12.2017 00:01,2,0,,study over
2760,18.12.2017 00:02,,,,18.12.2017 05:10,4,1,,study over
2760,18.12.2017 05:11,,,,18.12.2017 18:04,3,0,,study over
2760,18.12.2017 18:05,,,,19.12.2017 00:01,4,1,,study over
2760,19.12.2017 00:02,,,,19.12.2017 18:07,4,2,,study over
2760,19.12.2017 18:08,,,,21.12.2017 00:51,9,0,,TFAB
2760,21.12.2017 00:52,,,21.12.2017 13:38,21.12.2017 12:39,8,1,,study over
1366,15.12.2017 14:40,,,15.12.2017 17:39,15.12.2017 16:17,2,1,19.12.2017 22:25,
1366,15.12.2017 16:18,,,16.12.2017 00:03,15.12.2017 17:12,2,1,19.12.2017 22:25,
1366,15.12.2017 17:13,,,,15.12.2017 23:07,3,1,19.12.2017 22:25,
1366,16.12.2017 02:09,,,,16.12.2017 14:16,2,0,19.12.2017 22:25,
1366,16.12.2017 14:17,,,,16.12.2017 17:12,3,0,19.12.2017 22:25,
1366,16.12.2017 17:13,,,,16.12.2017 18:06,3,0,19.12.2017 22:25,
1366,16.12.2017 18:07,,,,17.12.2017 00:08,4,1,19.12.2017 22:25,
1366,17.12.2017 00:09,,,,17.12.2017 22:04,3,1,19.12.2017 22:25,
1366,17.12.2017 22:05,18.12.2017 02:12,,,19.12.2017 00:05,3,1,19.12.2017 22:25,
1366,19.12.2017 00:06,,,,19.12.2017 13:13,9,0,19.12.2017 22:25,TFAB
1366,19.12.2017 13:14,19.12.2017 19:19,19.12.2017 19:26,,19.12.2017 18:30,1,1,19.12.2017 22:25,
1908,19.12.2017 19:14,,,,19.12.2017 19:25,2,0,20.12.2017 12:00,
1908,19.12.2017 19:26,,,,19.12.2017 20:11,2,0,20.12.2017 12:00,
1908,19.12.2017 20:12,,,,19.12.2017 21:11,2,0,20.12.2017 12:00,
1908,19.12.2017 21:12,,,,19.12.2017 23:30,2,1,20.12.2017 12:00,
9634,20.12.2017 00:15,,,20.12.2017 00:17,20.12.2017 08:07,3,0,,study over
9634,20.12.2017 08:08,20.12.2017 09:55,,,20.12.2017 10:14,4,1,,study over
9634,20.12.2017 10:15,,,,20.12.2017 13:10,3,0,,study over
9634,20.12.2017 13:11,,,,20.12.2017 14:24,2,1,,study over
9634,20.12.2017 14:25,,,,20.12.2017 23:16,3,0,,study over
9634,20.12.2017 23:17,,,,21.12.2017 05:10,4,2,,study over
9634,21.12.2017 05:11,,,,21.12.2017 09:09,4,1,,study over
9634,21.12.2017 09:10,,,,21.12.2017 10:06,4,2,,study over
9634,21.12.2017 10:07,,,21.12.2017 12:48,21.12.2017 12:03,8,2,,study over
1985,15.12.2017 14:44,17.12.2017 16:09,17.12.2017 17:19,,16.12.2017 08:12,4,2,18.12.2017 01:20,
1985,16.12.2017 08:13,,,,16.12.2017 09:14,4,2,18.12.2017 01:20,
1985,16.12.2017 09:15,,,,16.12.2017 10:21,4,2,18.12.2017 01:20,
1985,16.12.2017 10:22,,,,16.12.2017 11:16,4,1,18.12.2017 01:20,
1985,16.12.2017 11:17,,,,16.12.2017 14:17,4,1,18.12.2017 01:20,
1985,16.12.2017 14:18,,,,16.12.2017 16:08,4,1,18.12.2017 01:20,
1985,16.12.2017 16:09,,,,16.12.2017 17:06,4,1,18.12.2017 01:20,
1985,16.12.2017 17:07,,,,16.12.2017 20:06,4,1,18.12.2017 01:20,
1985,16.12.2017 20:07,,,,17.12.2017 01:12,4,2,18.12.2017 01:20,
1985,17.12.2017 01:13,,,,17.12.2017 03:10,3,2,18.12.2017 01:20,
1985,17.12.2017 03:11,,,,17.12.2017 04:08,3,2,18.12.2017 01:20,
1985,17.12.2017 04:09,,,,17.12.2017 10:13,4,1,18.12.2017 01:20,
1985,17.12.2017 10:14,,,,17.12.2017 13:10,3,1,18.12.2017 01:20,
1985,17.12.2017 13:11,,,,17.12.2017 14:13,4,1,18.12.2017 01:20,
1985,17.12.2017 14:14,,,,17.12.2017 16:14,4,2,18.12.2017 01:20,
1985,17.12.2017 16:15,17.12.2017 18:38,17.12.2017 19:38,17.12.2017 22:58,17.12.2017 19:30,1,2,18.12.2017 01:20,
8484,17.12.2017 21:26,,,,17.12.2017 22:17,2,0,,study over
3768,17.12.2017 23:18,,,,18.12.2017 00:10,2,1,18.12.2017 08:05,
3768,18.12.2017 00:11,18.12.2017 05:53,18.12.2017 06:52,,18.12.2017 06:30,1,2,18.12.2017 08:05,
7652,18.12.2017 06:23,,,,18.12.2017 08:13,3,1,,study over
7652,18.12.2017 08:14,,,,18.12.2017 09:09,2,1,,study over
7652,18.12.2017 09:10,,,,18.12.2017 10:17,2,1,,study over
7652,18.12.2017 10:18,,,,18.12.2017 18:11,3,1,,study over
7652,18.12.2017 18:12,,,,18.12.2017 23:15,4,2,,study over
7652,18.12.2017 23:16,,,,19.12.2017 00:06,4,2,,study over
7652,19.12.2017 00:06,,,,19.12.2017 12:09,2,2,,study over
7652,19.12.2017 12:10,,,,19.12.2017 17:13,3,1,,study over
7652,19.12.2017 17:14,19.12.2017 18:26,,,19.12.2017 23:10,4,2,,study over
7652,19.12.2017 23:11,,,,20.12.2017 00:03,2,1,,study over
7652,20.12.2017 00:04,20.12.2017 01:19,20.12.2017 02:18,,20.12.2017 07:10,2,0,,study over
7652,20.12.2017 07:11,,,,20.12.2017 16:04,3,1,,study over
7652,20.12.2017 16:05,,,,21.12.2017 04:09,4,1,,study over
7652,21.12.2017 04:10,,,21.12.2017 13:26,21.12.2017 12:47,8,2,,study over
2728,15.12.2017 14:03,15.12.2017 19:38,,,15.12.2017 22:00,4,1,20.12.2017 21:30,
2728,15.12.2017 22:01,,,,16.12.2017 00:11,4,1,20.12.2017 21:30,
2728,16.12.2017 00:12,,,,16.12.2017 10:04,4,1,20.12.2017 21:30,
2728,16.12.2017 10:05,,,,17.12.2017 15:04,3,1,20.12.2017 21:30,
2728,17.12.2017 15:05,,,,17.12.2017 21:08,3,2,20.12.2017 21:30,
2728,17.12.2017 21:09,17.12.2017 23:03,,,18.12.2017 02:15,4,2,20.12.2017 21:30,
2728,18.12.2017 02:16,,18.12.2017 02:51,,18.12.2017 05:10,4,2,20.12.2017 21:30,
2728,18.12.2017 05:11,,,,18.12.2017 15:07,4,1,20.12.2017 21:30,
2728,18.12.2017 15:08,,,,18.12.2017 23:07,4,1,20.12.2017 21:30,
2728,18.12.2017 23:08,,,,19.12.2017 00:01,4,1,20.12.2017 21:30,
2728,19.12.2017 00:02,,,,19.12.2017 05:07,4,1,20.12.2017 21:30,
2728,19.12.2017 05:08,,,,19.12.2017 15:06,9,0,20.12.2017 21:30,TFAB
2728,19.12.2017 15:07,20.12.2017 00:05,20.12.2017 01:05,,,6,,20.12.2017 21:30,
2728,,20.12.2017 10:03,,,20.12.2017 17:19,4,2,20.12.2017 21:30,
2728,20.12.2017 17:20,20.12.2017 19:22,20.12.2017 20:22,,20.12.2017 20:30,1,2,20.12.2017 21:30,
9896,20.12.2017 21:24,,,,21.12.2017 02:07,4,1,,study over
9896,21.12.2017 02:08,,,,21.12.2017 04:04,4,1,,study over
9896,21.12.2017 04:05,,,,21.12.2017 09:06,3,2,,study over
9896,21.12.2017 09:07,,,,21.12.2017 10:11,3,2,,study over
9896,21.12.2017 10:12,21.12.2017 09:12,21.12.2017 10:12,21.12.2017 13:28,21.12.2017 12:44,6,2,,study over
8635,15.12.2017 14:57,15.12.2017 17:32,15.12.2017 06:32,,15.12.2017 19:30,1,0,15.12.2017 21:55,
1986,15.12.2017 20:13,16.12.2017 08:14,,,16.12.2017 09:10,4,1,16.12.2017 22:45,
1986,16.12.2017 09:11,,,,16.12.2017 10:12,4,1,16.12.2017 22:45,
1986,16.12.2017 10:13,,,,16.12.2017 11:09,4,1,16.12.2017 22:45,
1986,16.12.2017 11:10,16.12.2017 17:49,,,16.12.2017 18:05,4,2,16.12.2017 22:45,
1986,16.12.2017 18:06,,16.12.2017 18:49,,16.12.2017 19:12,4,2,16.12.2017 22:45,
1986,16.12.2017 19:13,,,,16.12.2017 20:30,1,2,16.12.2017 22:45,
9868,16.12.2017 21:15,17.12.2017 02:19,17.12.2017 03:19,,17.12.2017 06:07,4,1,,study over
9868,17.12.2017 06:08,17.12.2017 21:14,,,17.12.2017 07:05,4,1,,study over
9868,17.12.2017 07:06,18.12.2017 02:12,,,18.12.2017 01:19,3,1,,study over
9868,18.12.2017 01:20,,,,18.12.2017 02:19,4,2,,study over
9868,18.12.2017 02:20,,,,18.12.2017 03:18,4,1,,study over
9868,18.12.2017 03:19,,,,18.12.2017 04:12,4,1,,study over
9868,18.12.2017 04:13,,,,18.12.2017 09:13,2,1,,study over
9868,18.12.2017 09:14,,,,18.12.2017 23:13,4,2,,study over
9868,18.12.2017 23:14,19.12.2017 00:39,,,19.12.2017 01:04,4,2,,study over
9868,19.12.2017 01:05,,,,19.12.2017 02:09,4,2,,study over
9868,19.12.2017 02:10,,,,19.12.2017 04:16,4,1,,study over
9868,19.12.2017 04:17,,,,19.12.2017 06:06,4,2,,study over
9868,19.12.2017 06:07,,,,19.12.2017 09:12,2,1,,study over
9868,19.12.2017 09:50,,,,19.12.2017 16:23,4,1,,study over
9868,19.12.2017 16:24,,,,19.12.2017 17:18,4,2,,study over
9868,19.12.2017 17:19,,,,19.12.2017 19:10,4,2,,study over
9868,19.12.2017 19:11,,,,19.12.2017 20:16,4,2,,study over
9868,19.12.2017 20:17,,,,19.12.2017 21:07,4,1,,study over
9868,19.12.2017 21:08,,,,19.12.2017 23:13,4,2,,study over
9868,19.12.2017 23:14,,,,20.12.2017 03:11,4,2,,study over
9868,20.12.2017 03:12,,20.12.2017 03:26,,20.12.2017 10:11,3,1,,study over
9868,20.12.2017 10:12,,,,20.12.2017 17:27,4,2,,study over
9868,20.12.2017 17:28,,,,20.12.2017 18:15,4,1,,study over
9868,20.12.2017 18:16,,,,20.12.2017 19:15,4,1,,study over
9868,20.12.2017 19:16,,,,20.12.2017 20:16,4,1,,study over
9868,20.12.2017 20:17,,,,21.12.2017 00:07,4,1,,study over
9868,21.12.2017 00:08,,,,21.12.2017 05:19,9,0,,TFAB
9868,21.12.2017 05:20,,,,21.12.2017 08:08,4,2,,study over
9868,21.12.2017 08:09,,,,21.12.2017 11:07,4,2,,study over
9868,21.12.2017 11:08,,,21.12.2017 12:49,21.12.2017 12:30,8,2,,study over
