ID;Lueckengroesse [h]
1951;307.4
3588;89.25
9256;88.88333333333334
1168;84.36666666666666
194;83.65
3940;78.01666666666667
1138;73.95
1803;69.21666666666667
3944;64.15
194;63.28333333333333
141;61.85
1175;59.88333333333333
490;58.833333333333336
668;51.916666666666664
1092;51.0
1045;48.5
3620;40.083333333333336
3620;40.0
1899;36.93333333333333
1099;35.25
369;34.21666666666667
1851;34.13333333333333
1175;33.166666666666664
3701;33.166666666666664
3909;31.733333333333334
3944;28.016666666666666
1915;27.783333333333335
1092;27.583333333333332
83;27.033333333333335
3621;25.25
3909;25.0
1935;24.983333333333334
1092;23.783333333333335
1092;22.433333333333334
1188;21.833333333333332
369;20.833333333333332
1851;20.166666666666668
3701;18.95
1899;18.833333333333332
1045;17.083333333333332
398;17.0
1851;16.933333333333334
1223;16.916666666666668
1138;16.883333333333333
3621;15.95
618;15.916666666666666
1803;15.85
1092;15.716666666666667
141;15.616666666666667
1183;15.0
1803;14.766666666666667
8872;14.733333333333333
1320;14.6
3940;14.2
1899;14.166666666666666
3912;14.033333333333333
181;13.966666666666667
1175;13.75
1183;13.716666666666667
3588;13.633333333333333
3701;12.65
3701;12.466666666666667
1223;12.216666666666667
446;12.066666666666666
1223;12.016666666666667
1092;11.683333333333334
194;11.666666666666666
565;11.333333333333334
3635;11.133333333333333
3632;11.05
446;10.683333333333334
1092;10.2
141;10.166666666666666
3701;9.916666666666666
446;9.8
3701;9.25
3940;8.633333333333333
3635;8.1
1181;7.833333333333333
9046;7.0
8872;7.0
1231;6.916666666666667
446;6.783333333333333
1911;6.3
565;6.3
3944;6.216666666666667
194;5.966666666666667
3588;5.933333333333334
3701;5.883333333333334
1231;5.833333333333333
527;5.25
8872;5.216666666666667
3578;5.166666666666667
83;4.466666666666667
1168;4.116666666666666
1168;4.1
1175;3.95
1196;3.8833333333333333
446;3.85
1223;3.5166666666666666
1337;3.2333333333333334
1366;3.033333333333333
9065;2.2666666666666666
1317;2.0833333333333335
97;2.05
1899;2.0166666666666666
3661;2.0
1168;1.9833333333333334
668;1.4333333333333333
858;1.3333333333333333
3768;1.0833333333333333
1168;1.0666666666666667
1092;1.0
3701;0.9166666666666666
1168;0.7
3620;0.6333333333333333
1052;0.5
8872;0.45
1188;0.4166666666666667
1138;0.3333333333333333
1803;0.16666666666666666
141;0.16666666666666666
3701;0.08333333333333333
1231;0.03333333333333333
1986;0.016666666666666666
1986;0.016666666666666666
1986;0.016666666666666666
1986;0.016666666666666666
1986;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
1985;0.016666666666666666
446;0.016666666666666666
446;0.016666666666666666
446;0.016666666666666666
430;0.016666666666666666
1955;0.016666666666666666
1955;0.016666666666666666
1955;0.016666666666666666
1951;0.016666666666666666
3994;0.016666666666666666
3994;0.016666666666666666
1935;0.016666666666666666
398;0.016666666666666666
1915;0.016666666666666666
1915;0.016666666666666666
1915;0.016666666666666666
1915;0.016666666666666666
1915;0.016666666666666666
1911;0.016666666666666666
369;0.016666666666666666
369;0.016666666666666666
1899;0.016666666666666666
1899;0.016666666666666666
1899;0.016666666666666666
1899;0.016666666666666666
1899;0.016666666666666666
9065;0.016666666666666666
9065;0.016666666666666666
3944;0.016666666666666666
3940;0.016666666666666666
3940;0.016666666666666666
3940;0.016666666666666666
3940;0.016666666666666666
1875;0.016666666666666666
11;0.016666666666666666
3912;0.016666666666666666
3912;0.016666666666666666
3909;0.016666666666666666
3909;0.016666666666666666
3909;0.016666666666666666
3909;0.016666666666666666
1317;0.016666666666666666
1317;0.016666666666666666
1317;0.016666666666666666
1317;0.016666666666666666
1317;0.016666666666666666
1317;0.016666666666666666
1317;0.016666666666666666
1304;0.016666666666666666
1803;0.016666666666666666
1803;0.016666666666666666
1803;0.016666666666666666
1803;0.016666666666666666
1803;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1284;0.016666666666666666
1279;0.016666666666666666
1279;0.016666666666666666
1279;0.016666666666666666
1279;0.016666666666666666
1279;0.016666666666666666
1279;0.016666666666666666
1279;0.016666666666666666
1261;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1259;0.016666666666666666
1231;0.016666666666666666
1231;0.016666666666666666
194;0.016666666666666666
3768;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1366;0.016666666666666666
1196;0.016666666666666666
1052;0.016666666666666666
1188;0.016666666666666666
5794;0.016666666666666666
5794;0.016666666666666666
5794;0.016666666666666666
5794;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
1183;0.016666666666666666
668;0.016666666666666666
668;0.016666666666666666
1175;0.016666666666666666
141;0.016666666666666666
1164;0.016666666666666666
1302;0.016666666666666666
3701;0.016666666666666666
1138;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
3685;0.016666666666666666
83;0.016666666666666666
3661;0.016666666666666666
3661;0.016666666666666666
3661;0.016666666666666666
1093;0.016666666666666666
9795;0.016666666666666666
565;0.016666666666666666
3635;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
9774;0.016666666666666666
3620;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
3588;0.016666666666666666
1284;0.0
1897;0.0
